query_protein	query_type	is_nrps	is_pks	start_position	end_position	locus	genome_contig_id	window
IO40_RS0119000_elongation_factor_G	req	False	False	238329	240456	AAVI_001545|_|GCA_001514035.1_ASM151403v1.gbk	GCA_001514035.1_ASM151403v1.gbk|-|KQ948208.1	4916
IO40_RS0119000_elongation_factor_G	req	False	False	889112	891011	ABPX_000782|_|GCA_004124325.1_ASM412432v1.gbk	GCA_004124325.1_ASM412432v1.gbk|-|QBDT01000001.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	3082005	3084132	ABPX_002583|_|GCA_004124325.1_ASM412432v1.gbk	GCA_004124325.1_ASM412432v1.gbk|-|QBDT01000001.1	4917
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3084171	3084642	ABPX_002584|_|GCA_004124325.1_ASM412432v1.gbk	GCA_004124325.1_ASM412432v1.gbk|-|QBDT01000001.1	4917
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3084644	3085016	ABPX_002585|_|GCA_004124325.1_ASM412432v1.gbk	GCA_004124325.1_ASM412432v1.gbk|-|QBDT01000001.1	4917
IO40_RS0119000_elongation_factor_G	req	False	False	29688	31815	AEGN_004738|_|GCA_030124145.1_ASM3012414v1.gbk	GCA_030124145.1_ASM3012414v1.gbk|-|JASKMS010000033.1	4918
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	31854	32325	AEGN_004739|_|GCA_030124145.1_ASM3012414v1.gbk	GCA_030124145.1_ASM3012414v1.gbk|-|JASKMS010000033.1	4918
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	32327	32699	AEGN_004740|_|GCA_030124145.1_ASM3012414v1.gbk	GCA_030124145.1_ASM3012414v1.gbk|-|JASKMS010000033.1	4918
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4531	4903	AFWX_002597|_|GCA_040297085.1_ASM4029708v1.gbk	GCA_040297085.1_ASM4029708v1.gbk|-|JBEOYN010000059.1	4919
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4905	5376	AFWX_002598|_|GCA_040297085.1_ASM4029708v1.gbk	GCA_040297085.1_ASM4029708v1.gbk|-|JBEOYN010000059.1	4919
IO40_RS0119000_elongation_factor_G	req	False	False	5414	7544	AFWX_002599|_|GCA_040297085.1_ASM4029708v1.gbk	GCA_040297085.1_ASM4029708v1.gbk|-|JBEOYN010000059.1	4919
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	471977	472349	ACQL_000458|_|GCA_014650175.1_ASM1465017v1.gbk	GCA_014650175.1_ASM1465017v1.gbk|-|BMUL01000001.1	4920
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	472351	472822	ACQL_000459|_|GCA_014650175.1_ASM1465017v1.gbk	GCA_014650175.1_ASM1465017v1.gbk|-|BMUL01000001.1	4920
IO40_RS0119000_elongation_factor_G	req	False	False	472861	474988	ACQL_000460|_|GCA_014650175.1_ASM1465017v1.gbk	GCA_014650175.1_ASM1465017v1.gbk|-|BMUL01000001.1	4920
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	144332	144704	ACWS_002685|_|GCA_016598475.1_ASM1659847v1.gbk	GCA_016598475.1_ASM1659847v1.gbk|-|JAEMUX010000002.1	4921
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	144706	145177	ACWS_002686|_|GCA_016598475.1_ASM1659847v1.gbk	GCA_016598475.1_ASM1659847v1.gbk|-|JAEMUX010000002.1	4921
IO40_RS0119000_elongation_factor_G	req	False	False	145216	147343	ACWS_002687|_|GCA_016598475.1_ASM1659847v1.gbk	GCA_016598475.1_ASM1659847v1.gbk|-|JAEMUX010000002.1	4921
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	40843	41215	AEQI_005125|_|GCA_033793465.1_ASM3379346v1.gbk	GCA_033793465.1_ASM3379346v1.gbk|-|JARAWS010000036.1	4922
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	41217	41688	AEQI_005126|_|GCA_033793465.1_ASM3379346v1.gbk	GCA_033793465.1_ASM3379346v1.gbk|-|JARAWS010000036.1	4922
IO40_RS0119000_elongation_factor_G	req	False	False	41727	43857	AEQI_005127|_|GCA_033793465.1_ASM3379346v1.gbk	GCA_033793465.1_ASM3379346v1.gbk|-|JARAWS010000036.1	4922
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	45864	46236	AARV_002648|_|GCA_001279885.1_ASM127988v1.gbk	GCA_001279885.1_ASM127988v1.gbk|-|LGDJ01000131.1	4923
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	46238	46709	AARV_002649|_|GCA_001279885.1_ASM127988v1.gbk	GCA_001279885.1_ASM127988v1.gbk|-|LGDJ01000131.1	4923
IO40_RS0119000_elongation_factor_G	req	False	False	46748	48881	AARV_002650|_|GCA_001279885.1_ASM127988v1.gbk	GCA_001279885.1_ASM127988v1.gbk|-|LGDJ01000131.1	4923
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	177337	177709	AGVV_000402|_|GCA_040630215.1_ASM4063021v1.gbk	GCA_040630215.1_ASM4063021v1.gbk|-|JBEXWZ010000002.1	4924
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	177711	178182	AGVV_000403|_|GCA_040630215.1_ASM4063021v1.gbk	GCA_040630215.1_ASM4063021v1.gbk|-|JBEXWZ010000002.1	4924
IO40_RS0119000_elongation_factor_G	req	False	False	178221	180348	AGVV_000404|_|GCA_040630215.1_ASM4063021v1.gbk	GCA_040630215.1_ASM4063021v1.gbk|-|JBEXWZ010000002.1	4924
IO40_RS0119000_elongation_factor_G	req	False	False	1871416	1873453	AFGI_001615|_|GCA_036243435.1_ASM3624343v1.gbk	GCA_036243435.1_ASM3624343v1.gbk|-|CP108992.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	4118060	4120187	AFGI_003568|_|GCA_036243435.1_ASM3624343v1.gbk	GCA_036243435.1_ASM3624343v1.gbk|-|CP108992.1	4925
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4120226	4120697	AFGI_003569|_|GCA_036243435.1_ASM3624343v1.gbk	GCA_036243435.1_ASM3624343v1.gbk|-|CP108992.1	4925
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4120699	4121071	AFGI_003570|_|GCA_036243435.1_ASM3624343v1.gbk	GCA_036243435.1_ASM3624343v1.gbk|-|CP108992.1	4925
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	126317	126689	AFWS_005608|_|GCA_040296965.1_ASM4029696v1.gbk	GCA_040296965.1_ASM4029696v1.gbk|-|JBEOYH010000027.1	4926
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	126691	127162	AFWS_005609|_|GCA_040296965.1_ASM4029696v1.gbk	GCA_040296965.1_ASM4029696v1.gbk|-|JBEOYH010000027.1	4926
IO40_RS0119000_elongation_factor_G	req	False	False	127201	129331	AFWS_005610|_|GCA_040296965.1_ASM4029696v1.gbk	GCA_040296965.1_ASM4029696v1.gbk|-|JBEOYH010000027.1	4926
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	21104	21476	AGQN_002097|_|GCA_040612815.1_ASM4061281v1.gbk	GCA_040612815.1_ASM4061281v1.gbk|-|JBEXQY010000049.1	4927
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	21478	21949	AGQN_002098|_|GCA_040612815.1_ASM4061281v1.gbk	GCA_040612815.1_ASM4061281v1.gbk|-|JBEXQY010000049.1	4927
IO40_RS0119000_elongation_factor_G	req	False	False	21988	24115	AGQN_002099|_|GCA_040612815.1_ASM4061281v1.gbk	GCA_040612815.1_ASM4061281v1.gbk|-|JBEXQY010000049.1	4927
IO40_RS0119000_elongation_factor_G	req	False	False	31601	33728	ABDA_005141|_|GCA_002155915.1_ASM215591v1.gbk	GCA_002155915.1_ASM215591v1.gbk|-|MUME01000080.1	4928
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	33767	34238	ABDA_005142|_|GCA_002155915.1_ASM215591v1.gbk	GCA_002155915.1_ASM215591v1.gbk|-|MUME01000080.1	4928
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	34240	34612	ABDA_005143|_|GCA_002155915.1_ASM215591v1.gbk	GCA_002155915.1_ASM215591v1.gbk|-|MUME01000080.1	4928
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	268060	268432	AHCH_001489|_|GCA_040634975.1_ASM4063497v1.gbk	GCA_040634975.1_ASM4063497v1.gbk|-|JBEYGW010000003.1	4929
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	268434	268905	AHCH_001490|_|GCA_040634975.1_ASM4063497v1.gbk	GCA_040634975.1_ASM4063497v1.gbk|-|JBEYGW010000003.1	4929
IO40_RS0119000_elongation_factor_G	req	False	False	268944	271071	AHCH_001491|_|GCA_040634975.1_ASM4063497v1.gbk	GCA_040634975.1_ASM4063497v1.gbk|-|JBEYGW010000003.1	4929
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	48746	49118	AGTD_001080|_|GCA_040628575.1_ASM4062857v1.gbk	GCA_040628575.1_ASM4062857v1.gbk|-|JBEXZD010000007.1	4930
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	49120	49591	AGTD_001081|_|GCA_040628575.1_ASM4062857v1.gbk	GCA_040628575.1_ASM4062857v1.gbk|-|JBEXZD010000007.1	4930
IO40_RS0119000_elongation_factor_G	req	False	False	49630	51757	AGTD_001082|_|GCA_040628575.1_ASM4062857v1.gbk	GCA_040628575.1_ASM4062857v1.gbk|-|JBEXZD010000007.1	4930
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1483	1855	AFKL_004317|_|GCA_036815065.1_ASM3681506v1.gbk	GCA_036815065.1_ASM3681506v1.gbk|-|JAJSYZ010000129.1	4931
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	1857	2328	AFKL_004318|_|GCA_036815065.1_ASM3681506v1.gbk	GCA_036815065.1_ASM3681506v1.gbk|-|JAJSYZ010000129.1	4931
IO40_RS0119000_elongation_factor_G	req	False	False	2367	4494	AFKL_004319|_|GCA_036815065.1_ASM3681506v1.gbk	GCA_036815065.1_ASM3681506v1.gbk|-|JAJSYZ010000129.1	4931
IO40_RS0119000_elongation_factor_G	req	False	False	3675723	3677850	ACTN_003248|_|GCA_014673495.1_ASM1467349v1.gbk	GCA_014673495.1_ASM1467349v1.gbk|-|CP051006.1	4932
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3677889	3678360	ACTN_003249|_|GCA_014673495.1_ASM1467349v1.gbk	GCA_014673495.1_ASM1467349v1.gbk|-|CP051006.1	4932
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3678362	3678734	ACTN_003250|_|GCA_014673495.1_ASM1467349v1.gbk	GCA_014673495.1_ASM1467349v1.gbk|-|CP051006.1	4932
IO40_RS0119000_elongation_factor_G	req	False	False	1469	3599	ABEL_006931|_|GCA_002551015.1_ASM255101v1.gbk	GCA_002551015.1_ASM255101v1.gbk|-|NTGN01000066.1	4933
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3637	4108	ABEL_006932|_|GCA_002551015.1_ASM255101v1.gbk	GCA_002551015.1_ASM255101v1.gbk|-|NTGN01000066.1	4933
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4110	4482	ABEL_006933|_|GCA_002551015.1_ASM255101v1.gbk	GCA_002551015.1_ASM255101v1.gbk|-|NTGN01000066.1	4933
IO40_RS0119000_elongation_factor_G	req	False	False	793213	795340	AFSN_001689|_|GCA_039540295.1_ASM3954029v1.gbk	GCA_039540295.1_ASM3954029v1.gbk|-|BAABET010000002.1	4934
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	795379	795850	AFSN_001690|_|GCA_039540295.1_ASM3954029v1.gbk	GCA_039540295.1_ASM3954029v1.gbk|-|BAABET010000002.1	4934
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	795852	796224	AFSN_001691|_|GCA_039540295.1_ASM3954029v1.gbk	GCA_039540295.1_ASM3954029v1.gbk|-|BAABET010000002.1	4934
IO40_RS0119000_elongation_factor_G	req	False	False	2777337	2779464	ABKR_002386|_|GCA_003344965.1_ASM334496v1.gbk	GCA_003344965.1_ASM334496v1.gbk|-|CP031194.1	4935
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	2779502	2779973	ABKR_002387|_|GCA_003344965.1_ASM334496v1.gbk	GCA_003344965.1_ASM334496v1.gbk|-|CP031194.1	4935
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	2779975	2780347	ABKR_002388|_|GCA_003344965.1_ASM334496v1.gbk	GCA_003344965.1_ASM334496v1.gbk|-|CP031194.1	4935
IO40_RS0119000_elongation_factor_G	req	False	False	8897	11027	AAWF_005897|_|GCA_001550295.1_ASM155029v1.gbk	GCA_001550295.1_ASM155029v1.gbk|-|LRTO01000585.1	4936
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	11066	11537	AAWF_005898|_|GCA_001550295.1_ASM155029v1.gbk	GCA_001550295.1_ASM155029v1.gbk|-|LRTO01000585.1	4936
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	11539	11911	AAWF_005899|_|GCA_001550295.1_ASM155029v1.gbk	GCA_001550295.1_ASM155029v1.gbk|-|LRTO01000585.1	4936
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4849701	4850073	ABOA_004296|_|GCA_003945545.1_ASM394554v1.gbk	GCA_003945545.1_ASM394554v1.gbk|-|CP029617.1	4937
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4850075	4850546	ABOA_004297|_|GCA_003945545.1_ASM394554v1.gbk	GCA_003945545.1_ASM394554v1.gbk|-|CP029617.1	4937
IO40_RS0119000_elongation_factor_G	req	False	False	4850585	4852712	ABOA_004298|_|GCA_003945545.1_ASM394554v1.gbk	GCA_003945545.1_ASM394554v1.gbk|-|CP029617.1	4937
IO40_RS0119000_elongation_factor_G	req	False	False	128797	130924	ADJL_007676|_|GCA_020521295.1_ASM2052129v1.gbk	GCA_020521295.1_ASM2052129v1.gbk|-|BNDY01000020.1	4938
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	130963	131434	ADJL_007677|_|GCA_020521295.1_ASM2052129v1.gbk	GCA_020521295.1_ASM2052129v1.gbk|-|BNDY01000020.1	4938
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	131436	131808	ADJL_007678|_|GCA_020521295.1_ASM2052129v1.gbk	GCA_020521295.1_ASM2052129v1.gbk|-|BNDY01000020.1	4938
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	42277	42649	AGUD_007351|_|GCA_040629095.1_ASM4062909v1.gbk	GCA_040629095.1_ASM4062909v1.gbk|-|JBEXUQ010000046.1	4939
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	42651	43122	AGUD_007352|_|GCA_040629095.1_ASM4062909v1.gbk	GCA_040629095.1_ASM4062909v1.gbk|-|JBEXUQ010000046.1	4939
IO40_RS0119000_elongation_factor_G	req	False	False	43161	45288	AGUD_007353|_|GCA_040629095.1_ASM4062909v1.gbk	GCA_040629095.1_ASM4062909v1.gbk|-|JBEXUQ010000046.1	4939
IO40_RS0119000_elongation_factor_G	req	False	False	3150348	3152478	ACGM_002703|_|GCA_011694815.1_ASM1169481v1.gbk	GCA_011694815.1_ASM1169481v1.gbk|-|CP050177.1	4940
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3152517	3152988	ACGM_002704|_|GCA_011694815.1_ASM1169481v1.gbk	GCA_011694815.1_ASM1169481v1.gbk|-|CP050177.1	4940
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3152991	3153363	ACGM_002705|_|GCA_011694815.1_ASM1169481v1.gbk	GCA_011694815.1_ASM1169481v1.gbk|-|CP050177.1	4940
IO40_RS0119000_elongation_factor_G	req	False	False	11821	13951	AJBB_005036|_|GCA_900091905.1_IMG_taxon_2657245728_annotated_assembly.gbk	GCA_900091905.1_IMG_taxon_2657245728_annotated_assembly.gbk|-|FMCP01000095.1	4941
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	13989	14460	AJBB_005037|_|GCA_900091905.1_IMG_taxon_2657245728_annotated_assembly.gbk	GCA_900091905.1_IMG_taxon_2657245728_annotated_assembly.gbk|-|FMCP01000095.1	4941
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	14462	14834	AJBB_005038|_|GCA_900091905.1_IMG_taxon_2657245728_annotated_assembly.gbk	GCA_900091905.1_IMG_taxon_2657245728_annotated_assembly.gbk|-|FMCP01000095.1	4941
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	351907	352279	AIIV_000699|_|GCA_040680375.1_ASM4068037v1.gbk	GCA_040680375.1_ASM4068037v1.gbk|-|JBFAWR010000002.1	4942
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	352281	352752	AIIV_000700|_|GCA_040680375.1_ASM4068037v1.gbk	GCA_040680375.1_ASM4068037v1.gbk|-|JBFAWR010000002.1	4942
IO40_RS0119000_elongation_factor_G	req	False	False	352790	354920	AIIV_000701|_|GCA_040680375.1_ASM4068037v1.gbk	GCA_040680375.1_ASM4068037v1.gbk|-|JBFAWR010000002.1	4942
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	150170	150542	AGTX_002621|_|GCA_040628975.1_ASM4062897v1.gbk	GCA_040628975.1_ASM4062897v1.gbk|-|JBEXZK010000009.1	4943
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	150544	151015	AGTX_002622|_|GCA_040628975.1_ASM4062897v1.gbk	GCA_040628975.1_ASM4062897v1.gbk|-|JBEXZK010000009.1	4943
IO40_RS0119000_elongation_factor_G	req	False	False	151054	153181	AGTX_002623|_|GCA_040628975.1_ASM4062897v1.gbk	GCA_040628975.1_ASM4062897v1.gbk|-|JBEXZK010000009.1	4943
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	26026	26398	AAQM_008618|_|GCA_001270635.1_ASM127063v1.gbk	GCA_001270635.1_ASM127063v1.gbk|-|LGUX01000330.1	4944
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	26400	26871	AAQM_008619|_|GCA_001270635.1_ASM127063v1.gbk	GCA_001270635.1_ASM127063v1.gbk|-|LGUX01000330.1	4944
IO40_RS0119000_elongation_factor_G	req	False	False	26910	29037	AAQM_008620|_|GCA_001270635.1_ASM127063v1.gbk	GCA_001270635.1_ASM127063v1.gbk|-|LGUX01000330.1	4944
IO40_RS0119000_elongation_factor_G	req	False	False	27374	29498	ABCE_004938|_|GCA_002150845.1_ASM215084v1.gbk	GCA_002150845.1_ASM215084v1.gbk|-|MUFU01000051.1	4945
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	29537	30008	ABCE_004939|_|GCA_002150845.1_ASM215084v1.gbk	GCA_002150845.1_ASM215084v1.gbk|-|MUFU01000051.1	4945
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	30010	30382	ABCE_004940|_|GCA_002150845.1_ASM215084v1.gbk	GCA_002150845.1_ASM215084v1.gbk|-|MUFU01000051.1	4945
IO40_RS0119000_elongation_factor_G	req	False	False	270789	272913	ACTX_004176|_|GCA_014779715.1_ASM1477971v1.gbk	GCA_014779715.1_ASM1477971v1.gbk|-|JACXYU010000005.1	4946
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	272952	273423	ACTX_004177|_|GCA_014779715.1_ASM1477971v1.gbk	GCA_014779715.1_ASM1477971v1.gbk|-|JACXYU010000005.1	4946
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	273425	273797	ACTX_004178|_|GCA_014779715.1_ASM1477971v1.gbk	GCA_014779715.1_ASM1477971v1.gbk|-|JACXYU010000005.1	4946
IO40_RS0119000_elongation_factor_G	req	False	False	31923	34047	AEMB_000676|_|GCA_031932565.1_ASM3193256v1.gbk	GCA_031932565.1_ASM3193256v1.gbk|-|JAVSCF010000010.1	4947
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	34086	34557	AEMB_000677|_|GCA_031932565.1_ASM3193256v1.gbk	GCA_031932565.1_ASM3193256v1.gbk|-|JAVSCF010000010.1	4947
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	34559	34931	AEMB_000678|_|GCA_031932565.1_ASM3193256v1.gbk	GCA_031932565.1_ASM3193256v1.gbk|-|JAVSCF010000010.1	4947
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	17864	18236	ACBB_003987|_|GCA_009862505.1_ASM986250v1.gbk	GCA_009862505.1_ASM986250v1.gbk|-|WWHH01000018.1	4948
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	18238	18709	ACBB_003988|_|GCA_009862505.1_ASM986250v1.gbk	GCA_009862505.1_ASM986250v1.gbk|-|WWHH01000018.1	4948
IO40_RS0119000_elongation_factor_G	req	False	False	18748	20872	ACBB_003989|_|GCA_009862505.1_ASM986250v1.gbk	GCA_009862505.1_ASM986250v1.gbk|-|WWHH01000018.1	4948
IO40_RS0119000_elongation_factor_G	req	False	False	29747	31871	AADN_006580|_|GCA_000411495.1_Stre_sp_HPH0547_V1.gbk	GCA_000411495.1_Stre_sp_HPH0547_V1.gbk|-|KE150477.1	4949
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	31910	32381	AADN_006581|_|GCA_000411495.1_Stre_sp_HPH0547_V1.gbk	GCA_000411495.1_Stre_sp_HPH0547_V1.gbk|-|KE150477.1	4949
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	32384	32756	AADN_006582|_|GCA_000411495.1_Stre_sp_HPH0547_V1.gbk	GCA_000411495.1_Stre_sp_HPH0547_V1.gbk|-|KE150477.1	4949
IO40_RS0119000_elongation_factor_G	req	False	False	85618	87745	AGUY_002723|_|GCA_040629635.1_ASM4062963v1.gbk	GCA_040629635.1_ASM4062963v1.gbk|-|JBEXWC010000008.1	4950
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	87784	88255	AGUY_002724|_|GCA_040629635.1_ASM4062963v1.gbk	GCA_040629635.1_ASM4062963v1.gbk|-|JBEXWC010000008.1	4950
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	88257	88629	AGUY_002725|_|GCA_040629635.1_ASM4062963v1.gbk	GCA_040629635.1_ASM4062963v1.gbk|-|JBEXWC010000008.1	4950
IO40_RS0119000_elongation_factor_G	req	False	False	2705561	2707613	ADZP_002601|_|GCA_026342945.1_ASM2634294v1.gbk	GCA_026342945.1_ASM2634294v1.gbk|-|JAPEMF010000001.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	4995938	4998068	ADZP_004533|_|GCA_026342945.1_ASM2634294v1.gbk	GCA_026342945.1_ASM2634294v1.gbk|-|JAPEMF010000001.1	4951
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4998107	4998578	ADZP_004534|_|GCA_026342945.1_ASM2634294v1.gbk	GCA_026342945.1_ASM2634294v1.gbk|-|JAPEMF010000001.1	4951
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4998581	4998953	ADZP_004535|_|GCA_026342945.1_ASM2634294v1.gbk	GCA_026342945.1_ASM2634294v1.gbk|-|JAPEMF010000001.1	4951
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	10929	11301	AHOZ_002669|_|GCA_040644535.1_ASM4064453v1.gbk	GCA_040644535.1_ASM4064453v1.gbk|-|JBEYWS010000022.1	4952
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	11303	11774	AHOZ_002670|_|GCA_040644535.1_ASM4064453v1.gbk	GCA_040644535.1_ASM4064453v1.gbk|-|JBEYWS010000022.1	4952
IO40_RS0119000_elongation_factor_G	req	False	False	11813	13940	AHOZ_002671|_|GCA_040644535.1_ASM4064453v1.gbk	GCA_040644535.1_ASM4064453v1.gbk|-|JBEYWS010000022.1	4952
IO40_RS0119000_elongation_factor_G	req	False	False	44093	46220	AAJN_004033|_|GCA_000719745.1_ASM71974v1.gbk	GCA_000719745.1_ASM71974v1.gbk|-|JOHP01000033.1	4953
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	46259	46730	AAJN_004034|_|GCA_000719745.1_ASM71974v1.gbk	GCA_000719745.1_ASM71974v1.gbk|-|JOHP01000033.1	4953
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	46732	47104	AAJN_004035|_|GCA_000719745.1_ASM71974v1.gbk	GCA_000719745.1_ASM71974v1.gbk|-|JOHP01000033.1	4953
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1593134	1593506	ADWJ_001887|_|GCA_026339835.1_ASM2633983v1.gbk	GCA_026339835.1_ASM2633983v1.gbk|-|JAPEQB010000002.1	4954
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	1593508	1593979	ADWJ_001888|_|GCA_026339835.1_ASM2633983v1.gbk	GCA_026339835.1_ASM2633983v1.gbk|-|JAPEQB010000002.1	4954
IO40_RS0119000_elongation_factor_G	req	False	False	1594018	1596145	ADWJ_001889|_|GCA_026339835.1_ASM2633983v1.gbk	GCA_026339835.1_ASM2633983v1.gbk|-|JAPEQB010000002.1	4954
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4625553	4625925	ABKT_004029|_|GCA_003352445.1_ASM335244v1.gbk	GCA_003352445.1_ASM335244v1.gbk|-|CP030930.1	4955
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4625927	4626398	ABKT_004030|_|GCA_003352445.1_ASM335244v1.gbk	GCA_003352445.1_ASM335244v1.gbk|-|CP030930.1	4955
IO40_RS0119000_elongation_factor_G	req	False	False	4626435	4628565	ABKT_004031|_|GCA_003352445.1_ASM335244v1.gbk	GCA_003352445.1_ASM335244v1.gbk|-|CP030930.1	4955
IO40_RS0119000_elongation_factor_G	req	False	False	2377	4498	AJBH_000589|_|GCA_900092015.1_IMG_taxon_2657245727_annotated_assembly.gbk	GCA_900092015.1_IMG_taxon_2657245727_annotated_assembly.gbk|-|FMDJ01001178.1	4956
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4536	5007	AJBH_000590|_|GCA_900092015.1_IMG_taxon_2657245727_annotated_assembly.gbk	GCA_900092015.1_IMG_taxon_2657245727_annotated_assembly.gbk|-|FMDJ01001178.1	4956
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5009	5381	AJBH_000591|_|GCA_900092015.1_IMG_taxon_2657245727_annotated_assembly.gbk	GCA_900092015.1_IMG_taxon_2657245727_annotated_assembly.gbk|-|FMDJ01001178.1	4956
IO40_RS0119000_elongation_factor_G	req	False	False	101170	103297	AAGZ_002841|_|GCA_000717945.1_ASM71794v1.gbk	GCA_000717945.1_ASM71794v1.gbk|-|JODF01000016.1	4957
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	103336	103807	AAGZ_002842|_|GCA_000717945.1_ASM71794v1.gbk	GCA_000717945.1_ASM71794v1.gbk|-|JODF01000016.1	4957
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	103809	104181	AAGZ_002843|_|GCA_000717945.1_ASM71794v1.gbk	GCA_000717945.1_ASM71794v1.gbk|-|JODF01000016.1	4957
IO40_RS0119000_elongation_factor_G	req	False	False	69026	71156	AAXN_005710|_|GCA_001700505.1_ASM170050v1.gbk	GCA_001700505.1_ASM170050v1.gbk|-|MAPV01000081.1	4958
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	71194	71665	AAXN_005711|_|GCA_001700505.1_ASM170050v1.gbk	GCA_001700505.1_ASM170050v1.gbk|-|MAPV01000081.1	4958
